"muni_code","izq1936","dcha1936"
"2001",0.177927927927928,0.82027027027027
"2002",0.414191419141914,0.471947194719472
"2003",0.581017518878605,0.370230744990021
"2004",0.580152671755725,0.419847328244275
"2005",0.586972612879349,0.405132000986923
"2006",0.11305334846765,0.866515323496027
"2007",0.370588235294118,0.504072398190045
"2008",0.334765552026901,0.535867737717168
"2009",0.741730072167978,0.177480978349606
"2010",0.428706199460916,0.508086253369272
"2011",0.4077817079333,0.552130705743642
"2012",0.319979586629242,0.546057667772391
"2013",0.604358188627852,0.354102826012938
"2014",0.24629840546697,0.637243735763098
"2015",0.403842459173871,0.474351585014409
"2016",0.374175306314797,0.611844172164625
"2017",0.21216429699842,0.632069510268562
"2018",0.676153091265947,0.259568204121688
"2019",0.111305798915311,0.684355444305382
"2020",NA,NA
"2021",0.416087962962963,0.492476851851852
"2022",0.222222222222222,0.628726287262873
"2023",0.347194837784549,0.438071338949633
"2024",0.408065532451166,0.58122243226213
"2025",0.374764917079843,0.500085484698239
"2026",0.274633123689727,0.573584905660377
"2027",0.343463780183181,0.627393838467943
"2028",0.0563934426229508,0.841967213114754
"2029",0.449404976559683,0.443058059862964
"2030",0.343726171312378,0.0549012962806066
"2031",0.167418094379321,0.705740907724677
"2032",0.391821041593848,0.514854945823139
"2033",0.358839050131926,0.516446789797713
"2034",0.579009039169736,0.395882156009374
"2035",0.281503829194709,0.659085634718032
"2036",0.554803788903924,0.435723951285521
"2037",0.473868945868946,0.499282051282051
"2038",0.0679851668726823,0.901730531520396
"2039",0.625,0.299735249621785
"2040",0.450619148293567,0.440048323769254
"2041",0.352770384708444,0.619646745705299
"2042",0.0750853242320819,0.8806598407281
"2043",0.453005927180356,0.444644369178662
"2044",0.35634303780793,0.524700302990383
"2045",0.513680112468909,0.483940737536498
"2046",0.475453575240128,0.431341159729634
"2047",0.249049429657795,0.600760456273764
"2048",0.375157013258897,0.496859734822052
"2049",0.353608655495448,0.521968597440296
"2050",0.425301204819277,0.489156626506024
"2051",0.417711389703921,0.412643371565751
"2052",0.354437535330695,0.52176370830978
"2053",0.276860587002096,0.704271488469602
"2054",0.337928153717627,0.622389306599833
"2055",0.157069376489775,0.699912181658512
"2056",0.54256395432866,0.325046972105796
"2057",0.426760818395799,0.458808618504436
"2058",0.220570749108205,0.637633769322235
"2059",0.0635008282716731,0.748757592490337
"2060",0.397794741306192,0.49236641221374
"2061",0.423332661696554,0.574450936933307
"2062",0.392604902368093,0.483174075612796
"2063",0.118325394835798,0.780897468037102
"2064",0.379041248606466,0.497212931995541
"2065",0.0574682203389831,0.754766949152542
"2066",0.281395348837209,0.708372093023256
"2067",0.127888446215139,0.784262948207171
"2068",0.530896850204376,0.374849723491224
"2069",0.28314121037464,0.636167146974063
"2070",0.497577519379845,0.442587209302326
"2071",0.11879928771305,0.708216738743322
"2072",0.504502814258912,0.438461538461538
"2073",0.379879486507729,0.496528687450878
"2074",0.54264247111033,0.439694186915067
"2075",0.431266846361186,0.5180978051598
"2076",0.331812998859749,0.517673888255416
"2077",0.564584596725288,0.422073984232868
"2078",0.63320177602368,0.329551060680809
"2079",0.555061508818734,0.356751148658663
"2080",0.365995762711864,0.617055084745763
"2081",0.419936996102301,0.495381493939879
"2082",0.911392405063291,0.0708860759493671
"2083",0.412523020257827,0.468692449355433
"2084",0.281609195402299,0.685676392572944
"2085",0.308282208588957,0.556441717791411
"2086",0.362316708351724,0.631013682506988
"33001",0.157712305025997,0.842287694974003
"33002",0.452425835896418,0.547574164103582
"33003",0.329192546583851,0.670807453416149
"33004",0.489029741589469,0.510726474890297
"33005",0.468203793231685,0.531796206768315
"33006",0.871130764371447,0.128869235628553
"33007",0.383133784487246,0.616866215512754
"33008",0.580218516388729,0.419781483611271
"33009",0.380597014925373,0.619402985074627
"33010",0.5351401010565,0.4648598989435
"33011",0.495584524810765,0.504415475189235
"33012",0.496054708048396,0.503419253024724
"33013",0.144495412844037,0.855504587155963
"33014",0.458100558659218,0.541899441340782
"33015",0.581749049429658,0.417300380228137
"33016",0.446417636252296,0.553582363747704
"33017",0.260037523452158,0.739962476547842
"33018",0.201140487299119,0.798859512700881
"33019",0.180357142857143,0.819642857142857
"33020",0.534188034188034,0.465811965811966
"33021",0.311815693430657,0.688184306569343
"33022",0.669590643274854,0.330409356725146
"33023",0.141025641025641,0.858974358974359
"33024",0.63870930164832,0.360650008736677
"33025",0.409148344705585,0.590346221885267
"33026",0.571768993552005,0.428231006447995
"33027",0.116763969974979,0.883236030025021
"33028",0.722222222222222,0.277777777777778
"33029",0.0125523012552301,0.98744769874477
"33030",0.216931216931217,0.783068783068783
"33031",0.801104323308271,0.198895676691729
"33032",0.764631843926998,0.235368156073002
"33033",0.519651347068146,0.480348652931854
"33034",0.387104202648244,0.612895797351756
"33035",0.543651886532636,0.456348113467364
"33036",0.42441304578774,0.57558695421226
"33037",0.785361028684471,0.214638971315529
"33038",0.569767441860465,0.430232558139535
"33039",0.425913163335631,0.574086836664369
"33040",0.432675666320526,0.565247490481135
"33041",0.206283719454142,0.793716280545858
"33042",0.334545454545455,0.665454545454545
"33043",0.551312649164678,0.448687350835322
"33044",0.599381612052502,0.400618387947498
"33045",0.456679223413503,0.543320776586497
"33046",0.154334038054968,0.841437632135307
"33047",0.26411149825784,0.73588850174216
"33048",0.0197628458498024,0.980237154150198
"33049",0.482618391709301,0.517381608290699
"33050",0.374531835205993,0.625468164794007
"33051",0.398840579710145,0.601159420289855
"33052",0.510158013544018,0.489841986455982
"33053",0.602389078498293,0.397610921501706
"33054",0.659539473684211,0.340460526315789
"33055",0.561120543293718,0.438879456706282
"33056",0.602932551319648,0.397067448680352
"33057",0.80209545983702,0.19790454016298
"33058",0.769144144144144,0.230855855855856
"33059",0.399352983465133,0.600647016534867
"33060",0.756265572328888,0.243734427671112
"33061",0.0711610486891386,0.928838951310861
"33062",0.105357142857143,0.894642857142857
"33063",0.244821092278719,0.755178907721281
"33064",0.581548599670511,0.418451400329489
"33065",0.257475083056478,0.742524916943522
"33066",0.579369404437524,0.420630595562476
"33067",0.474324324324324,0.525675675675676
"33068",0.305441478439425,0.694558521560575
"33069",0.514705882352941,0.485294117647059
"33070",0.12974358974359,0.87025641025641
"33071",0.331599479843953,0.668400520156047
"33072",0.38923487544484,0.61076512455516
"33073",0.477351916376307,0.522648083623693
"33074",0.303295571575695,0.696704428424305
"33075",0.1,0.9
"33076",0.336871903750885,0.663128096249115
"33077",0.121457489878543,0.878542510121457
"33078",0.190082644628099,0.809917355371901
"27001",0.182878719567178,0.17498872858431
"27002",0.143359797906893,0.354204258390473
"27003",0.365248455200824,0
"27004",0.281418327219854,0.0595155480651664
"27005",0.168250197941409,0.169041963578781
"27006",0.296930622577328,0.0774464045566015
"27007",0.0665172568354998,0.294755714926042
"27008",0.168609799291617,0.187057260920897
"27009",0.283446232006774,0.0663279706463449
"27010",0.0632669393562155,0.300995909656767
"27011",0.296235199237509,0.0742329264269218
"27012",0.230450603902137,0.157827500774234
"27014",0.0296545105566219,0.316314779270633
"27015",0.136534281762498,0.230191661726931
"27016",0.333601846207437,0.0410606984237569
"27017",0.128368263473054,0.254416167664671
"27018",0.186917379645001,0.148352700804495
"27019",0.102955898624796,0.187575741609147
"27020",0.12259165731388,0.252244668911336
"27021",0.296380573135177,0.190215459005902
"27022",0.0737020921499672,0.239285927162186
"27023",0.0546184738955823,0.238841078600115
"27024",0.189477828633299,0.18332595108027
"27025",0.0696372592924317,0.300716524854456
"27026",0.233583926551793,0.18428580932739
"27027",0.21262014208107,0.182365231926452
"27028",0.13340600481785,0.217180077247097
"27029",0.145169912180221,0.186254295532646
"27030",0.137100737100737,0.224872424872425
"27031",0.188825255585006,0.185559447179099
"27032",0.363247863247863,0.000316555872111428
"27033",0.177039097964563,0.190511055791478
"27034",0.199823594266814,0.199073869900772
"27035",0.248411902373788,0.142427281845537
"27037",0.146173519575054,0.229146173519575
"27038",0.333307139208675,0.22160229460532
"27039",0.0367660076718796,0.294187075833579
"27040",0.37302652352384,0
"27041",0.0916236050197577,0.241999218376829
"27042",0.107256986810761,0.253500668177328
"27043",0.058912037037037,0.287615740740741
"27044",0.277886267770661,0.183721293547883
"27045",0.268132166361354,0
"27046",0.236194326138742,0.125460189128709
"27047",0.285346427929816,0.0837175878795137
"27048",0.127905736830881,0.227340584346342
"27049",0.155387818844352,0.154346694429984
"27050",0.167895908711383,0.208947954355692
"27051",0.17922165820643,0.193671742808799
"27052",0.240148757714828,0.102626997942712
"27054",0.0426198683798182,0.324140812702392
"27055",0.117076855290489,0.206835777679864
"27056",0.144353369763206,0.198087431693989
"27057",0.151282475591594,0.201985768657951
"27058",0.104647486563389,0.262900902799733
"27059",0.127150761767604,0.248351398468885
"27060",0.341931693770194,0.0302277764426286
"27061",0.157062915910466,0.316923774954628
"27062",0.00149356617647059,0.294577205882353
"27063",0.090644127076654,0.283687943262411
"27064",0.224522746699592,0.13410580302023
"27065",0.0996955417224194,0.267399693602498
"27066",0.244789550072569,0.127227866473149
"27901",0.298261499456719,0.0745201014125317
"27902",0.140539015098067,0.227740934104699
"1001",0.266666666666667,0.6
"1002",0.112827883578872,0.461372619475386
"1003",0.0190597204574333,0.362134688691233
"1004",0.180851063829787,0.495744680851064
"1006",0.0372670807453416,0.937888198757764
"1008",0.127423822714681,0.584487534626039
"1009",0.206809583858764,0.513240857503153
"1010",0.0942201108471892,0.60965954077593
"1011",0.201183431952663,0.798816568047337
"1013",0.109053497942387,0.534979423868313
"1014",0.219444444444444,0.744444444444444
"1016",0.146645865834633,0.614664586583463
"1017",0.132450331125828,0.528697571743929
"1018",0.0168776371308017,0.643459915611814
"1019",0.016260162601626,0.349593495934959
"1020",0.26875,0.696875
"1021",0.112745098039216,0.632352941176471
"1022",0.354200988467875,0.537067545304778
"1023",0.25830258302583,0.608856088560886
"1027",0.0733695652173913,0.5625
"1028",0.410294117647059,0.570588235294118
"1030",0.139751552795031,0.736024844720497
"1031",0.286135693215339,0.662733529990167
"1032",0.279661016949153,0.570621468926554
"1033",0.503164556962025,0.477848101265823
"1034",0.605095541401274,0.184713375796178
"1036",0.0892857142857143,0.543154761904762
"1037",0.13089802130898,0.672754946727549
"1039",0.176470588235294,0.792156862745098
"1041",0.312977099236641,0.656488549618321
"1042",0.00961538461538462,0.564903846153846
"1043",0.12112676056338,0.838028169014085
"1044",0.0489130434782609,0.932065217391304
"1046",0.0765625,0.8421875
"1047",0.317152103559871,0.585760517799353
"1049",0.0412371134020619,0.652920962199313
"1051",0.136302294197031,0.42914979757085
"1052",0.588235294117647,0.389705882352941
"1053",0.114413075780089,0.61961367013373
"1054",0.101818181818182,0.667272727272727
"1055",0.0509259259259259,0.662698412698413
"1056",0.0117302052785924,0.668621700879765
"1057",0.269938650306748,0.588957055214724
"1058",0.198529411764706,0.297794117647059
"1059",0.315152911363244,0.530611069515637
"1060",0.105263157894737,0.885964912280702
"1061",0.309090909090909,0.563636363636364
"1062",0.119444444444444,0.861111111111111
"1063",0.00123762376237624,0.555693069306931
"1901",0.228632478632479,0.604700854700855
"1902",0.0903522205206738,0.704441041347626
"20001",0.00411522633744856,0.526748971193416
"20002",0.0258152173913043,0.375
"20003",0.00483091787439614,0.48792270531401
"20004",0,0.604240282685512
"20005",0.122991689750693,0.325207756232687
"20006",0.0239880059970015,0.593703148425787
"20007",0.0476190476190476,0.514550264550265
"20008",0.00594059405940594,0.587128712871287
"20009",0.201210287443268,0.303916624642797
"20010",0.028957528957529,0.231660231660232
"20011",0.0902169775409212,0.444994290064713
"20012",0.00373134328358209,0.656716417910448
"20013",0.130445925166581,0.381342901076371
"20014",0.0382165605095541,0.606687898089172
"20015",0.00823045267489712,0.398208666182522
"20016",0.00754920463736856,0.35346454569965
"20017",0.0181660899653979,0.507641291810842
"20018",0.030180483786415,0.442447390099603
"20019",0.373655913978495,0.289170506912442
"20020",0.00321543408360129,0.630225080385852
"20021",0.148825065274151,0.548302872062663
"20022",0.0873430962343096,0.536610878661088
"20023",0.050561797752809,0.606741573033708
"20024",0.00246457178065311,0.249537892791128
"20025",0.0571761960326721,0.736581096849475
"20026",0,0.447004608294931
"20027",0.0313131313131313,0.416498316498316
"20028",0.155654383735705,0.318297331639136
"20029",0.128391914041158,0.303587688945547
"20030",0.565575048732944,0.190058479532164
"20031",0.03690036900369,0.498154981549816
"20032",0.185446009389671,0.264140397943215
"20033",0.154819277108434,0.313253012048193
"20034",0.0535660547697863,0.374360517604574
"20035",0.0441919191919192,0.407828282828283
"20036",0.238583410997204,0.390843429636533
"20037",0.00938086303939963,0.720450281425891
"20038",0.0345514950166113,0.310299003322259
"20039",0.0651105651105651,0.324938574938575
"20040",0.448657781115074,0.106438896189225
"20041",0.0146252285191956,0.409506398537477
"20042",0.102769230769231,0.590769230769231
"20043",0.0713324360699865,0.321668909825034
"20044",0,0.463315217391304
"20045",0.535584998551984,0.352700550246163
"20046",0.122051282051282,0.131282051282051
"20047",0.0343082114735658,0.376265466816648
"20048",0,0.296641791044776
"20049",0.0719424460431655,0.287769784172662
"20050",0.240698557327259,0.420652999240699
"20051",0.114711786636077,0.466590192142243
"20052",0.116433308769344,0.366985998526161
"20053",0.178246013667426,0.212129840546697
"20054",0.00374531835205993,0.531835205992509
"20055",0.272239570822324,0.354311794379054
"20056",0.119154190461491,0.324587127643155
"20057",0.0216346153846154,0.507211538461538
"20058",0.0865800865800866,0.44047619047619
"20059",0.0968421052631579,0.481214574898785
"20060",0,0.289655172413793
"20061",0.11191231612345,0.269397173348716
"20062",0.118459302325581,0.356104651162791
"20063",0.0428275385678103,0.357817177066544
"20064",0.512658227848101,0.0986900206064174
"20065",0.171463671463671,0.408564408564409
"20066",0.00394011032308905,0.440898345153664
"20067",0.407714470512142,0.181043099900041
"20068",0.136904761904762,0.325892857142857
"20069",0.456199465059796,0.302358041012082
"20070",0.00873161764705882,0.490349264705882
"20071",0.289129922188163,0.383352982787079
"20072",0.237212750185322,0.197183098591549
"20073",0.0705009276437848,0.244102835939571
"20074",0.205620691686797,0.309903965121075
"20075",0.236336336336336,0.29039039039039
"20076",0.252231223396952,0.424275710558836
"20077",0.271721444842174,0.278880572730231
"20078",0.000744047619047619,0.646577380952381
"20079",0.100569544364508,0.412020383693046
"20080",0.126324537710368,0.288385622273011
"20081",0.127922971114168,0.311382393397524
"48001",0.0564174894217207,0.450399623883404
"48002",0.815645999746418,0.0476733865855205
"48003",0.145945945945946,0.371771771771772
"48004",0.0394477317554241,0.161735700197239
"48005",0.031413612565445,0.366492146596859
"48006",0,0.401574803149606
"48007",0.0133460438512869,0.51858913250715
"48008",0.216651745747538,0.393912264995524
"48009",0.107108081791626,0.272638753651412
"48010",0.0505780346820809,0.251445086705202
"48011",0.529419560031805,0.0803074476543864
"48012",0.00718778077268643,0.287511230907457
"48013",0.587041748675852,0.113612724625158
"48014",0.138461538461538,0.115384615384615
"48015",0.450258942550885,0.261592195591955
"48016",0.274941451990632,0.248711943793911
"48017",0.358019762451342,0.104301826529594
"48019",0.17260579064588,0.277839643652561
"48020",0.442563424694622,0.172136134159354
"48021",0.14043583535109,0.239709443099274
"48022",0.16381544841887,0.359771902540176
"48023",0.0269978401727862,0.356371490280778
"48024",0.0116134384072999,0.425134798838656
"48025",0.131756756756757,0.422297297297297
"48026",0.024139472507823,0.463567277603934
"48027",0.172317752482441,0.44030031484621
"48028",0.0134387351778656,0.253754940711462
"48029",0.360408344429649,0.189525077674212
"48030",0.0972447325769854,0.291734197730956
"48031",0.080082135523614,0.0924024640657084
"48032",0.0604946524064171,0.475267379679144
"48033",0.0323679727427598,0.534923339011925
"48034",0.0751665080875357,0.41674595623216
"48035",0.114893617021277,0.259574468085106
"48036",0.149048625792812,0.291402396053559
"48037",0.514348785871965,0.219426048565121
"48038",0.0367170626349892,0.244060475161987
"48039",0.0486486486486487,0.386486486486486
"48040",0.0492957746478873,0.288732394366197
"48041",0.0180817610062893,0.258647798742138
"48042",0.0309597523219814,0.693498452012384
"48043",0.197486535008977,0.149012567324955
"48044",0.262908524987031,0.217119142313678
"48045",0.303550640279395,0.241268917345751
"48046",0.0945340501792115,0.414650537634409
"48047",0.0350877192982456,0.143859649122807
"48048",0.127388535031847,0.24203821656051
"48049",0.0854700854700855,0.258309591642925
"48050",0.115151515151515,0.315151515151515
"48051",0.171617161716172,0.825082508250825
"48052",0.123298033282905,0.392586989409985
"48053",0.0126050420168067,0.245798319327731
"48054",0.397738209817132,0.101780558229066
"48055",0.0713375796178344,0.361783439490446
"48056",0.181008902077151,0.225519287833828
"48057",0.0965896086060884,0.203707942320897
"48058",0.0485629335976214,0.568880079286422
"48059",0.0209267563527653,0.556053811659193
"48060",0.0723830734966592,0.310690423162583
"48061",0.0360655737704918,0.350819672131148
"48062",0.0182741116751269,0.479187817258883
"48063",0.0428265524625268,0.0792291220556745
"48064",0,0.276315789473684
"48065",0.308567603748327,0.370816599732262
"48066",0.0927835051546392,0.45360824742268
"48067",0.0507948817371074,0.450949980612641
"48068",0.0825842696629213,0.297191011235955
"48069",0.0566811384466956,0.337433671008201
"48070",0.0813008130081301,0.178861788617886
"48071",0.690142942227516,0.0869565217391304
"48072",0.0713073005093379,0.305602716468591
"48073",0.083112582781457,0.339900662251656
"48074",0.159885675857431,0.388365837256221
"48075",0.1244,0.4608
"48076",0.0185676392572944,0.180371352785146
"48077",0.107805806758686,0.243217515468824
"48078",0.563174196304603,0.175157534978105
"48079",0.0176297747306562,0.342801175318315
"48080",0.700575098961834,0.0602733587273135
"48082",0.541651959054006,0.151341334274621
"48083",0.821198749770178,0.0345651774223203
"48084",0.650497284764171,0.131063518213436
"48085",0.361290322580645,0.105990783410138
"48086",0.392987964416536,0.250130821559393
"48087",0.272941176470588,0.529411764705882
"48088",0.00305810397553517,0.345565749235474
"48089",0.113797169811321,0.118514150943396
"48090",0.384554140127389,0.240711252653928
"48091",0.0394618834080717,0.285201793721973
"48092",0.179019384264538,0.3557582668187
"48093",0.0257400257400257,0.574002574002574
"48094",0.041365725541694,0.387393302692055
"48095",0.201465201465201,0.242979242979243
"48096",0.299506477483035,0.2449105490438
"48097",0.289617486338798,0.445355191256831
"22001",0.286309937456567,0.713690062543433
"22002",0.131147540983607,0.868852459016393
"22003",0.191588785046729,0.808411214953271
"22004",0.549755301794454,0.450244698205546
"22006",0.374468085106383,0.625531914893617
"22007",0.366107838695061,0.633892161304939
"22008",0.0866574965612105,0.91334250343879
"22009",0.42139175257732,0.57860824742268
"22011",0.308176100628931,0.691823899371069
"22012",0.282674772036474,0.717325227963526
"22013",0.538461538461538,0.461538461538462
"22014",0.783422459893048,0.216577540106952
"22015",0.254985754985755,0.745014245014245
"22016",0.357119793348402,0.642880206651598
"22017",0.249578414839798,0.750421585160202
"22018",0.5176,0.4824
"22019",0.267148014440433,0.732851985559567
"22021",0.48094512195122,0.51905487804878
"22022",0.1795166858458,0.8204833141542
"22023",0.337612323491656,0.662387676508344
"22024",0.310574521232306,0.689425478767694
"22027",0.156653565412689,0.843346434587311
"22028",0.270700636942675,0.729299363057325
"22029",0.327800829875519,0.672199170124481
"22032",0.274685816876122,0.725314183123878
"22035",0.434690639873083,0.565309360126917
"22036",0.207430340557276,0.792569659442725
"22037",0.556962025316456,0.443037974683544
"22039",0.539819537073362,0.460180462926638
"22040",0.369814020028612,0.630185979971388
"22041",0.196787148594378,0.803212851405622
"22042",0.43796992481203,0.56203007518797
"22043",0.625592417061611,0.374407582938389
"22044",0.281173594132029,0.718826405867971
"22045",0.152663934426229,0.847336065573771
"22046",0.344116457743631,0.655883542256369
"22047",0.392405063291139,0.607594936708861
